0,0098912
0,14367816
0,17747804
37,17751296
0,00120748
0,00025296
0,00157808
0,00083333
0,04
0,01757945
1,13391541
0,12935272
0,04142399
0,04694108
0,02819673
1
0,25125628
0,00014694
1
0,02234637
0
0
